Kode,Kelurahan,Kecamatan,Kabupaten/Kota
32.10.26.2006,Ciranca,Malausma,Kabupaten Majalengka
32.10.26.2010,Girimukti,Malausma,Kabupaten Majalengka
32.10.26.2009,Jagamulya,Malausma,Kabupaten Majalengka
32.10.26.2011,Kramat Jaya,Malausma,Kabupaten Majalengka
32.10.26.2004,Lebakwangi,Malausma,Kabupaten Majalengka
32.10.26.2003,Malausma,Malausma,Kabupaten Majalengka
32.10.26.2001,Sukadana,Malausma,Kabupaten Majalengka
32.10.26.2002,Werasari,Malausma,Kabupaten Majalengka
32.10.19.2007,Buniwangi,Palasah,Kabupaten Majalengka
32.10.19.2002,Cisambeng,Palasah,Kabupaten Majalengka
32.10.19.2012,Enggalwangi,Palasah,Kabupaten Majalengka
32.10.19.2011,Karamat,Palasah,Kabupaten Majalengka
32.10.19.2001,Majasuka,Palasah,Kabupaten Majalengka
32.10.19.2003,Palasah,Palasah,Kabupaten Majalengka
32.10.19.2010,Pasir,Palasah,Kabupaten Majalengka
32.10.19.2008,Sindanghaji,Palasah,Kabupaten Majalengka
32.10.19.2013,Sindangwasa,Palasah,Kabupaten Majalengka
32.10.19.2006,Tarikolot,Palasah,Kabupaten Majalengka
32.10.19.2005,Trajaya,Palasah,Kabupaten Majalengka
32.10.19.2009,Waringin,Palasah,Kabupaten Majalengka
32.10.19.2004,Weragati,Palasah,Kabupaten Majalengka
32.10.18.2004,Bantrangsana,Panyingkiran,Kabupaten Majalengka
32.10.18.2006,Bonang,Panyingkiran,Kabupaten Majalengka
32.10.18.2001,Cijurey,Panyingkiran,Kabupaten Majalengka
32.10.18.2003,Jatipamor,Panyingkiran,Kabupaten Majalengka
32.10.18.2005,Jatiserang,Panyingkiran,Kabupaten Majalengka
32.10.18.2009,Karyamukti,Panyingkiran,Kabupaten Majalengka
32.10.18.2007,Leuwiseeng,Panyingkiran,Kabupaten Majalengka
32.10.18.2008,Panyingkiran,Panyingkiran,Kabupaten Majalengka
32.10.18.2002,Pasirmuncang,Panyingkiran,Kabupaten Majalengka
32.10.09.2004,Babakankareo,Rajagaluh,Kabupaten Majalengka
32.10.09.2011,Cipinang,Rajagaluh,Kabupaten Majalengka
32.10.09.2012,Cisetu,Rajagaluh,Kabupaten Majalengka
32.10.09.2007,Kumbung,Rajagaluh,Kabupaten Majalengka
32.10.09.2001,Pajajar,Rajagaluh,Kabupaten Majalengka
32.10.09.2003,Payung,Rajagaluh,Kabupaten Majalengka
32.10.09.2013,Rajagaluh,Rajagaluh,Kabupaten Majalengka
32.10.09.2008,Rajagaluh Kidul,Rajagaluh,Kabupaten Majalengka
32.10.09.2010,Rajagaluh Lor,Rajagaluh,Kabupaten Majalengka
32.10.09.2006,Sadomas,Rajagaluh,Kabupaten Majalengka
32.10.09.2005,Sindangpano,Rajagaluh,Kabupaten Majalengka
32.10.09.2009,Singawada,Rajagaluh,Kabupaten Majalengka
32.10.09.2002,Teja,Rajagaluh,Kabupaten Majalengka
32.10.25.2008,Bayureja,Sindang,Kabupaten Majalengka
32.10.25.2003,Garawastu,Sindang,Kabupaten Majalengka
32.10.25.2005,Gunungkuning,Sindang,Kabupaten Majalengka
32.10.25.2004,Indrakila,Sindang,Kabupaten Majalengka
32.10.25.2001,Pasirayu,Sindang,Kabupaten Majalengka
32.10.25.2007,Sangkanhurip,Sindang,Kabupaten Majalengka
32.10.25.2002,Sindang,Sindang,Kabupaten Majalengka
32.10.21.2008,Balagedog,Sindangwangi,Kabupaten Majalengka
32.10.21.2001,Bantaragung,Sindangwangi,Kabupaten Majalengka
32.10.21.2006,Buahkapas,Sindangwangi,Kabupaten Majalengka
32.10.21.2004,Jerukleueut,Sindangwangi,Kabupaten Majalengka
32.10.21.2003,Lengkong Kulon,Sindangwangi,Kabupaten Majalengka
32.10.21.2010,Lengkong Wetan,Sindangwangi,Kabupaten Majalengka
32.10.21.2009,Leuwilaja,Sindangwangi,Kabupaten Majalengka
32.10.21.2002,Padaherang,Sindangwangi,Kabupaten Majalengka
32.10.21.2005,Sindangwangi,Sindangwangi,Kabupaten Majalengka
32.10.21.2007,Ujungberung,Sindangwangi,Kabupaten Majalengka
32.10.08.2016,Babakanmanjeti,Sukahaji,Kabupaten Majalengka
32.10.08.2019,Candrajaya,Sukahaji,Kabupaten Majalengka
32.10.08.2018,Cikalong,Sukahaji,Kabupaten Majalengka
32.10.08.2011,Cikeusik,Sukahaji,Kabupaten Majalengka
32.10.08.2015,Cikoneng,Sukahaji,Kabupaten Majalengka
32.10.08.2001,Ciomas,Sukahaji,Kabupaten Majalengka
32.10.08.2012,Jayi,Sukahaji,Kabupaten Majalengka
32.10.08.2013,Nanggewer,Sukahaji,Kabupaten Majalengka
32.10.08.2002,Padahanten,Sukahaji,Kabupaten Majalengka
32.10.08.2014,Palabuan,Sukahaji,Kabupaten Majalengka
32.10.08.2010,Salagedang,Sukahaji,Kabupaten Majalengka
32.10.08.2009,Sukahaji,Sukahaji,Kabupaten Majalengka
32.10.08.2017,Tanjungsari,Sukahaji,Kabupaten Majalengka
32.10.17.2005,Banjaran,Sumberjaya,Kabupaten Majalengka
32.10.17.2002,Bongas Kulon,Sumberjaya,Kabupaten Majalengka
32.10.17.2001,Bongas Wetan,Sumberjaya,Kabupaten Majalengka
32.10.17.2010,Cidenok,Sumberjaya,Kabupaten Majalengka
32.10.17.2003,Garawangi,Sumberjaya,Kabupaten Majalengka
32.10.17.2015,Gelok Mulya,Sumberjaya,Kabupaten Majalengka
32.10.17.2011,Lojikobong,Sumberjaya,Kabupaten Majalengka
32.10.17.2014,Pancaksuji,Sumberjaya,Kabupaten Majalengka
32.10.17.2007,Paningkiran,Sumberjaya,Kabupaten Majalengka
32.10.17.2009,Panjalin Kidul,Sumberjaya,Kabupaten Majalengka
32.10.17.2012,Panjalin Lor,Sumberjaya,Kabupaten Majalengka
32.10.17.2008,Parapatan,Sumberjaya,Kabupaten Majalengka
32.10.17.2004,Rancaputat,Sumberjaya,Kabupaten Majalengka
32.10.17.2006,Sepat,Sumberjaya,Kabupaten Majalengka
32.10.17.2013,Sumberjaya,Sumberjaya,Kabupaten Majalengka
32.10.04.2005,Argasari,Talaga,Kabupaten Majalengka
32.10.04.2007,Campaga,Talaga,Kabupaten Majalengka
32.10.04.2002,Cibeureum,Talaga,Kabupaten Majalengka
32.10.04.2006,Cicanir,Talaga,Kabupaten Majalengka
32.10.04.2003,Cikeusal,Talaga,Kabupaten Majalengka
32.10.04.2011,Ganeas,Talaga,Kabupaten Majalengka
32.10.04.2013,Gunungmanik,Talaga,Kabupaten Majalengka
32.10.04.2004,Jatipamor,Talaga,Kabupaten Majalengka
32.10.04.2014,Kertarahayu,Talaga,Kabupaten Majalengka
32.10.04.2001,Lampuyang,Talaga,Kabupaten Majalengka
32.10.04.2016,Margamukti,Talaga,Kabupaten Majalengka
32.10.04.2017,Mekarhurip,Talaga,Kabupaten Majalengka
32.10.04.2015,Mekarraharja,Talaga,Kabupaten Majalengka
32.10.04.2012,Salado,Talaga,Kabupaten Majalengka
32.10.04.2008,Sukaperna,Talaga,Kabupaten Majalengka
32.10.04.2009,Talagakulon,Talaga,Kabupaten Majalengka
32.10.04.2010,Talagawetan,Talaga,Kabupaten Majalengka
32.18.04.2005,Bunisari,Cigugur,Kabupaten Pangandaran
32.18.04.2006,Campaka,Cigugur,Kabupaten Pangandaran
32.18.04.2001,Cigugur,Cigugur,Kabupaten Pangandaran
32.18.04.2002,Cimindi,Cigugur,Kabupaten Pangandaran
32.18.04.2007,Harumandala,Cigugur,Kabupaten Pangandaran
32.18.04.2004,Kertajaya,Cigugur,Kabupaten Pangandaran
32.18.04.2003,Pagerbumi,Cigugur,Kabupaten Pangandaran
32.18.02.2001,Batukaras,Cijulang,Kabupaten Pangandaran
32.18.02.2002,Ciakar,Cijulang,Kabupaten Pangandaran
32.18.02.2003,Cibanten,Cijulang,Kabupaten Pangandaran
32.18.02.2005,Cijulang,Cijulang,Kabupaten Pangandaran
32.18.02.2004,Kertayasa,Cijulang,Kabupaten Pangandaran
32.18.02.2006,Kondangjajar,Cijulang,Kabupaten Pangandaran
32.18.02.2007,Margacinta,Cijulang,Kabupaten Pangandaran
32.18.03.2009,Batumalang,Cimerak,Kabupaten Pangandaran
32.18.03.2005,Cimerak,Cimerak,Kabupaten Pangandaran
32.18.03.2002,Ciparanti,Cimerak,Kabupaten Pangandaran
32.18.03.2001,Kertaharja,Cimerak,Kabupaten Pangandaran
32.18.03.2007,Kertamukti,Cimerak,Kabupaten Pangandaran
32.18.03.2003,Legokjawa,Cimerak,Kabupaten Pangandaran
32.18.03.2011,Limusgede,Cimerak,Kabupaten Pangandaran
32.18.03.2004,Masawah,Cimerak,Kabupaten Pangandaran
32.18.03.2010,Mekarsari,Cimerak,Kabupaten Pangandaran
32.18.03.2008,Sindangsari,Cimerak,Kabupaten Pangandaran
32.18.03.2006,Sukajaya,Cimerak,Kabupaten Pangandaran
32.18.08.2003,Bagolo,Kalipucang,Kabupaten Pangandaran
32.18.08.2007,Banjarharja,Kalipucang,Kabupaten Pangandaran
32.18.08.2006,Cibuluh,Kalipucang,Kabupaten Pangandaran
32.18.08.2009,Ciparakan,Kalipucang,Kabupaten Pangandaran
32.18.08.2002,Emplak,Kalipucang,Kabupaten Pangandaran
32.18.08.2005,Kalipucang,Kalipucang,Kabupaten Pangandaran
32.18.08.2004,Pamotan,Kalipucang,Kabupaten Pangandaran
32.18.08.2001,Putrapinggan,Kalipucang,Kabupaten Pangandaran
32.18.08.2008,Tunggilis,Kalipucang,Kabupaten Pangandaran
32.18.05.2006,Bangunjaya,Langkaplancar,Kabupaten Pangandaran
32.18.05.2011,Bangunkarya,Langkaplancar,Kabupaten Pangandaran
32.18.05.2010,Bojong,Langkaplancar,Kabupaten Pangandaran
32.18.05.2005,Bojongkondang,Langkaplancar,Kabupaten Pangandaran
32.18.05.2015,Bungur Raya,Langkaplancar,Kabupaten Pangandaran
32.18.05.2002,Cimanggu,Langkaplancar,Kabupaten Pangandaran
32.18.05.2014,Cisarua,Langkaplancar,Kabupaten Pangandaran
32.18.05.2009,Jadikarya,Langkaplancar,Kabupaten Pangandaran
32.18.05.2008,Jadimulya,Langkaplancar,Kabupaten Pangandaran
32.18.05.2007,Jayasari,Langkaplancar,Kabupaten Pangandaran
32.18.05.2001,Karangkamiri,Langkaplancar,Kabupaten Pangandaran
32.18.05.2003,Langkaplancar,Langkaplancar,Kabupaten Pangandaran
32.18.05.2013,Mekarwangi,Langkaplancar,Kabupaten Pangandaran
32.18.05.2004,Pangkalan,Langkaplancar,Kabupaten Pangandaran
32.18.05.2012,Sukamulya,Langkaplancar,Kabupaten Pangandaran
32.18.06.2005,Jangraga,Mangunjaya,Kabupaten Pangandaran
32.18.06.2002,Kertajaya,Mangunjaya,Kabupaten Pangandaran
32.18.06.2003,Mangunjaya,Mangunjaya,Kabupaten Pangandaran
32.18.06.2004,Sindangjaya,Mangunjaya,Kabupaten Pangandaran
32.18.06.2001,Sukamaju,Mangunjaya,Kabupaten Pangandaran
32.18.07.2011,Bojongsari,Padaherang,Kabupaten Pangandaran
32.18.07.2009,Cibogo,Padaherang,Kabupaten Pangandaran
32.18.07.2002,Ciganjeng,Padaherang,Kabupaten Pangandaran
32.18.07.2014,Karangmulya,Padaherang,Kabupaten Pangandaran
32.18.07.2006,Karangpawitan,Padaherang,Kabupaten Pangandaran
32.18.07.2003,Karangsari,Padaherang,Kabupaten Pangandaran
32.18.07.2008,Kedungwuluh,Padaherang,Kabupaten Pangandaran
32.18.07.2013,Maruyungsari,Padaherang,Kabupaten Pangandaran
32.18.07.2007,Padaherang,Padaherang,Kabupaten Pangandaran
32.18.07.2005,Paledah,Padaherang,Kabupaten Pangandaran
32.18.07.2001,Panyutran,Padaherang,Kabupaten Pangandaran
32.18.07.2010,Pasirgeulis,Padaherang,Kabupaten Pangandaran
32.18.07.2012,Sindangwangi,Padaherang,Kabupaten Pangandaran
32.18.07.2004,Sukanagara,Padaherang,Kabupaten Pangandaran
32.18.09.2001,Babakan,Pangandaran,Kabupaten Pangandaran
32.18.09.2008,Pagergunung,Pangandaran,Kabupaten Pangandaran
32.18.09.2007,Pananjung,Pangandaran,Kabupaten Pangandaran
32.18.09.2004,Pangandaran,Pangandaran,Kabupaten Pangandaran
32.18.09.2003,Purbahayu,Pangandaran,Kabupaten Pangandaran
32.18.09.2006,Sidomulyo,Pangandaran,Kabupaten Pangandaran
32.18.09.2002,Sukahurip,Pangandaran,Kabupaten Pangandaran
32.18.09.2005,Wonoharjo,Pangandaran,Kabupaten Pangandaran
32.18.01.2004,Bojong,Parigi,Kabupaten Pangandaran
32.18.01.2008,Cibenda,Parigi,Kabupaten Pangandaran
32.18.01.2003,Ciliang,Parigi,Kabupaten Pangandaran
32.18.01.2009,Cintakarya,Parigi,Kabupaten Pangandaran
32.18.01.2005,Cintaratu,Parigi,Kabupaten Pangandaran
32.18.01.2002,Karangbenda,Parigi,Kabupaten Pangandaran
32.18.01.2007,Karangjaladri,Parigi,Kabupaten Pangandaran
32.18.01.2010,Parakanmanggu,Parigi,Kabupaten Pangandaran
32.18.01.2001,Parigi,Parigi,Kabupaten Pangandaran
32.18.01.2006,Selasari,Parigi,Kabupaten Pangandaran
32.18.10.2002,Cikalong,Sidamulih,Kabupaten Pangandaran
32.18.10.2004,Cikembulan,Sidamulih,Kabupaten Pangandaran
32.18.10.2007,Kalijati,Sidamulih,Kabupaten Pangandaran
32.18.10.2006,Kersaratu,Sidamulih,Kabupaten Pangandaran
32.18.10.2005,Pajaten,Sidamulih,Kabupaten Pangandaran
32.18.10.2001,Sidamulih,Sidamulih,Kabupaten Pangandaran
32.18.10.2003,Sukaresik,Sidamulih,Kabupaten Pangandaran
32.14.12.2004,Babakancikao,Babakancikao,Kabupaten Purwakarta
32.14.12.2002,Cicadas,Babakancikao,Kabupaten Purwakarta
32.14.12.2009,Cigelam,Babakancikao,Kabupaten Purwakarta
32.14.12.2001,Cilangkap,Babakancikao,Kabupaten Purwakarta
32.14.12.2007,Ciwareng,Babakancikao,Kabupaten Purwakarta
32.14.12.2003,Hegarmanah,Babakancikao,Kabupaten Purwakarta
32.14.12.2005,Kadumekar,Babakancikao,Kabupaten Purwakarta
32.14.12.2006,Maracang,Babakancikao,Kabupaten Purwakarta
32.14.12.2008,Mulyamekar,Babakancikao,Kabupaten Purwakarta
32.14.11.2001,Bojong Barat,Bojong,Kabupaten Purwakarta
32.14.11.2002,Bojong Timur,Bojong,Kabupaten Purwakarta
32.14.11.2007,Cibingbin,Bojong,Kabupaten Purwakarta
32.14.11.2004,Cihanjawar,Bojong,Kabupaten Purwakarta
32.14.11.2003,Cikeris,Bojong,Kabupaten Purwakarta
32.14.11.2006,Cileunca,Bojong,Kabupaten Purwakarta
32.14.11.2005,Cipeundeuy,Bojong,Kabupaten Purwakarta
32.14.11.2008,Kertasari,Bojong,Kabupaten Purwakarta
32.14.11.2009,Pangkalan,Bojong,Kabupaten Purwakarta
32.14.11.2014,Pasanggrahan,Bojong,Kabupaten Purwakarta
32.14.11.2010,Pawenang,Bojong,Kabupaten Purwakarta
32.14.11.2012,Sindangpanon,Bojong,Kabupaten Purwakarta
32.14.11.2013,Sindangsari,Bojong,Kabupaten Purwakarta
32.14.11.2011,Sukamanah,Bojong,Kabupaten Purwakarta
32.14.13.2003,Bungursari,Bungursari,Kabupaten Purwakarta
32.14.13.2002,Cibening,Bungursari,Kabupaten Purwakarta
32.14.13.2009,Cibodas,Bungursari,Kabupaten Purwakarta
32.14.13.2005,Cibungur,Bungursari,Kabupaten Purwakarta
32.14.13.2008,Cikopo,Bungursari,Kabupaten Purwakarta
32.14.13.2007,Cinangka,Bungursari,Kabupaten Purwakarta
32.14.13.2001,Ciwangi,Bungursari,Kabupaten Purwakarta
32.14.13.2004,Dangdeur,Bungursari,Kabupaten Purwakarta
32.14.13.2010,Karangmukti,Bungursari,Kabupaten Purwakarta
32.14.13.2006,Wanakerta,Bungursari,Kabupaten Purwakarta
32.14.02.2003,Benteng,Campaka,Kabupaten Purwakarta
32.14.02.2001,Campaka,Campaka,Kabupaten Purwakarta
32.14.02.2002,Campakasari,Campaka,Kabupaten Purwakarta
32.14.02.2006,Cijaya,Campaka,Kabupaten Purwakarta
32.14.02.2009,Cijunti,Campaka,Kabupaten Purwakarta
32.14.02.2005,Cikumpay,Campaka,Kabupaten Purwakarta
32.14.02.2008,Cimahi,Campaka,Kabupaten Purwakarta
32.14.02.2004,Cirende,Campaka,Kabupaten Purwakarta
32.14.02.2010,Cisaat,Campaka,Kabupaten Purwakarta
32.14.02.2007,Kertamukti,Campaka,Kabupaten Purwakarta
32.14.14.2001,Cibatu,Cibatu,Kabupaten Purwakarta
32.14.14.2008,Cibukamanah,Cibatu,Kabupaten Purwakarta
32.14.14.2007,Cikadu,Cibatu,Kabupaten Purwakarta
32.14.14.2002,Cilandak,Cibatu,Kabupaten Purwakarta
32.14.14.2010,Cipancur,Cibatu,Kabupaten Purwakarta
32.14.14.2005,Ciparungsari,Cibatu,Kabupaten Purwakarta
32.14.14.2004,Cipinang,Cibatu,Kabupaten Purwakarta
32.14.14.2006,Cirangkong,Cibatu,Kabupaten Purwakarta
32.14.14.2003,Karyamekar,Cibatu,Kabupaten Purwakarta
32.14.14.2009,Wanawali,Cibatu,Kabupaten Purwakarta
32.14.06.2003,Cilingga,Darangdan,Kabupaten Purwakarta
32.14.06.2001,Darangdan,Darangdan,Kabupaten Purwakarta
32.14.06.2002,Depok,Darangdan,Kabupaten Purwakarta
32.14.06.2009,Gununghejo,Darangdan,Kabupaten Purwakarta
32.14.06.2011,Legoksari,Darangdan,Kabupaten Purwakarta
32.14.06.2008,Linggamukti,Darangdan,Kabupaten Purwakarta
32.14.06.2006,Linggasari,Darangdan,Kabupaten Purwakarta
32.14.06.2005,Mekarsari,Darangdan,Kabupaten Purwakarta
32.14.06.2015,Nagrak,Darangdan,Kabupaten Purwakarta
32.14.06.2004,Nangewer,Darangdan,Kabupaten Purwakarta
32.14.06.2014,Neglasari,Darangdan,Kabupaten Purwakarta
32.14.06.2010,Pasirangin,Darangdan,Kabupaten Purwakarta
32.14.06.2013,Sadarkarya,Darangdan,Kabupaten Purwakarta
32.14.06.2007,Sawit,Darangdan,Kabupaten Purwakarta
32.14.06.2012,Sirnamanah,Darangdan,Kabupaten Purwakarta
32.14.03.2007,Bunder,Jatiluhur,Kabupaten Purwakarta
32.14.03.2006,Cibinong,Jatiluhur,Kabupaten Purwakarta
32.14.03.2001,Cikaobandung,Jatiluhur,Kabupaten Purwakarta
32.14.03.2004,Cilegong,Jatiluhur,Kabupaten Purwakarta
32.14.03.2009,Cisalada,Jatiluhur,Kabupaten Purwakarta
32.14.03.2003,Jatiluhur,Jatiluhur,Kabupaten Purwakarta
32.14.03.2002,Jatimekar,Jatiluhur,Kabupaten Purwakarta
32.14.03.2005,Kembangkuning,Jatiluhur,Kabupaten Purwakarta
32.14.03.2008,Mekargalih,Jatiluhur,Kabupaten Purwakarta
32.14.03.2010,Parakanlima,Jatiluhur,Kabupaten Purwakarta
32.14.17.2008,Cibeber,Kiarapedes,Kabupaten Purwakarta
32.14.17.2002,Ciracas,Kiarapedes,Kabupaten Purwakarta
32.14.17.2007,Gardu,Kiarapedes,Kabupaten Purwakarta
32.14.17.2001,Kiarapedes,Kiarapedes,Kabupaten Purwakarta
32.14.17.2006,Margaluyu,Kiarapedes,Kabupaten Purwakarta
32.14.17.2005,Mekarjaya,Kiarapedes,Kabupaten Purwakarta
32.14.17.2003,Parakangarokgek,Kiarapedes,Kabupaten Purwakarta
32.14.17.2009,Pusakamulya,Kiarapedes,Kabupaten Purwakarta
32.14.17.2010,Sumbersari,Kiarapedes,Kabupaten Purwakarta
32.14.17.2004,Taringgul Landeuh,Kiarapedes,Kabupaten Purwakarta
32.14.07.2005,Cijati,Maniis,Kabupaten Purwakarta
32.14.07.2006,Ciramahilir,Maniis,Kabupaten Purwakarta
32.14.07.2002,Citamiang,Maniis,Kabupaten Purwakarta
32.14.07.2001,Gunungkarung,Maniis,Kabupaten Purwakarta
32.14.07.2008,Pasirjambu,Maniis,Kabupaten Purwakarta
32.14.07.2003,Sinargalih,Maniis,Kabupaten Purwakarta
32.14.07.2007,Sukamukti,Maniis,Kabupaten Purwakarta
32.14.07.2004,Tegaldatar,Maniis,Kabupaten Purwakarta
32.14.10.2005,Cidahu,Pasawahan,Kabupaten Purwakarta
32.14.10.2004,Ciherang,Pasawahan,Kabupaten Purwakarta
32.14.10.2012,Cihuni,Pasawahan,Kabupaten Purwakarta
32.14.10.2007,Kertajaya,Pasawahan,Kabupaten Purwakarta
32.14.10.2008,Lebakanyar,Pasawahan,Kabupaten Purwakarta
32.14.10.2010,Margasari,Pasawahan,Kabupaten Purwakarta
32.14.10.2002,Pasawahan,Pasawahan,Kabupaten Purwakarta
32.14.10.2001,Pasawahananyar,Pasawahan,Kabupaten Purwakarta
32.14.10.2006,Pasawahankidul,Pasawahan,Kabupaten Purwakarta
32.14.10.2003,Sawahkulon,Pasawahan,Kabupaten Purwakarta
32.14.10.2009,Selaawi,Pasawahan,Kabupaten Purwakarta
32.14.10.2011,Warungkadu,Pasawahan,Kabupaten Purwakarta
32.14.04.2009,Anjun,Plered,Kabupaten Purwakarta
32.14.04.2011,Babakansari,Plered,Kabupaten Purwakarta
32.14.04.2016,Cibogo Girang,Plered,Kabupaten Purwakarta
32.14.04.2003,Cibogohilir,Plered,Kabupaten Purwakarta
32.14.04.2006,Citeko,Plered,Kabupaten Purwakarta
32.14.04.2013,Citekokaler,Plered,Kabupaten Purwakarta
32.14.04.2012,Gandamekar,Plered,Kabupaten Purwakarta
32.14.04.2005,Gandasoli,Plered,Kabupaten Purwakarta
32.14.04.2004,Linggarsari,Plered,Kabupaten Purwakarta
32.14.04.2007,Liunggunung,Plered,Kabupaten Purwakarta
32.14.04.2002,Palinggihan,Plered,Kabupaten Purwakarta
32.14.04.2014,Pamoyanan,Plered,Kabupaten Purwakarta
32.14.04.2001,Plered,Plered,Kabupaten Purwakarta
32.14.04.2008,Rawasari,Plered,Kabupaten Purwakarta
32.14.04.2015,Sempur,Plered,Kabupaten Purwakarta
32.14.04.2010,Sindangsari,Plered,Kabupaten Purwakarta
32.14.16.2008,Bungurjaya,Pondoksalam,Kabupaten Purwakarta
32.14.16.2004,Galudra,Pondoksalam,Kabupaten Purwakarta
32.14.16.2009,Gurudug,Pondoksalam,Kabupaten Purwakarta
32.14.16.2001,Parakansalam,Pondoksalam,Kabupaten Purwakarta
32.14.16.2002,Pondokbungur,Pondoksalam,Kabupaten Purwakarta
32.14.16.2007,Salamjaya,Pondoksalam,Kabupaten Purwakarta
32.14.16.2006,Salammulya,Pondoksalam,Kabupaten Purwakarta
32.14.16.2003,Salem,Pondoksalam,Kabupaten Purwakarta
32.14.16.2011,Situ,Pondoksalam,Kabupaten Purwakarta
32.14.16.2010,Sukajadi,Pondoksalam,Kabupaten Purwakarta
32.14.16.2005,Tanjungsari,Pondoksalam,Kabupaten Purwakarta
32.14.01.1005,Cipaisan,Purwakarta,Kabupaten Purwakarta
32.14.01.1007,Ciseureuh,Purwakarta,Kabupaten Purwakarta
32.14.01.2010,Citalang,Purwakarta,Kabupaten Purwakarta
32.14.01.1009,Munjuljaya,Purwakarta,Kabupaten Purwakarta
32.14.01.1002,Nagri Kaler,Purwakarta,Kabupaten Purwakarta
32.14.01.1001,Nagri Kidul,Purwakarta,Kabupaten Purwakarta
32.14.01.1003,Nagri Tengah,Purwakarta,Kabupaten Purwakarta
32.14.01.1006,Purwamekar,Purwakarta,Kabupaten Purwakarta
32.14.01.1004,Sindangkasih,Purwakarta,Kabupaten Purwakarta
32.14.01.1008,Tegalmunjul,Purwakarta,Kabupaten Purwakarta
32.14.15.2003,Ciririp,Sukasari,Kabupaten Purwakarta
32.14.15.2002,Kertamanah,Sukasari,Kabupaten Purwakarta
32.14.15.2001,Kutamanah,Sukasari,Kabupaten Purwakarta
32.14.15.2005,Parungbanteng,Sukasari,Kabupaten Purwakarta
32.14.15.2004,Sukasari,Sukasari,Kabupaten Purwakarta
32.14.05.2007,Cianting,Sukatani,Kabupaten Purwakarta
32.14.05.2006,Cianting Utara,Sukatani,Kabupaten Purwakarta
32.14.05.2010,Cibodas,Sukatani,Kabupaten Purwakarta
32.14.05.2011,Cijantung,Sukatani,Kabupaten Purwakarta
32.14.05.2003,Cilalawi,Sukatani,Kabupaten Purwakarta
32.14.05.2005,Cipicung,Sukatani,Kabupaten Purwakarta
32.14.05.2002,Malangnengah,Sukatani,Kabupaten Purwakarta
32.14.05.2013,Panyindangan,Sukatani,Kabupaten Purwakarta
32.14.05.2008,Pasirmunjul,Sukatani,Kabupaten Purwakarta
32.14.05.2014,Sindanglaya,Sukatani,Kabupaten Purwakarta
32.14.05.2012,Sukajaya,Sukatani,Kabupaten Purwakarta
32.14.05.2004,Sukamaju,Sukatani,Kabupaten Purwakarta
32.14.05.2001,Sukatani,Sukatani,Kabupaten Purwakarta
32.14.05.2009,Tajursindang,Sukatani,Kabupaten Purwakarta
32.14.08.2001,Batutumpang,Tegalwaru,Kabupaten Purwakarta
32.14.08.2010,Cadasmekar,Tegalwaru,Kabupaten Purwakarta
32.14.08.2009,Cadassari,Tegalwaru,Kabupaten Purwakarta
32.14.08.2011,Cisarua,Tegalwaru,Kabupaten Purwakarta
32.14.08.2002,Citalang,Tegalwaru,Kabupaten Purwakarta
32.14.08.2006,Galumpit,Tegalwaru,Kabupaten Purwakarta
32.14.08.2008,Karoya,Tegalwaru,Kabupaten Purwakarta
32.14.08.2013,Pasanggrahan,Tegalwaru,Kabupaten Purwakarta
32.14.08.2007,Sukahaji,Tegalwaru,Kabupaten Purwakarta
32.14.08.2012,Sukamulya,Tegalwaru,Kabupaten Purwakarta
32.14.08.2004,Tegalsari,Tegalwaru,Kabupaten Purwakarta
32.14.08.2003,Tegalwaru,Tegalwaru,Kabupaten Purwakarta
32.14.08.2005,Warungjeruk,Tegalwaru,Kabupaten Purwakarta
32.14.09.2007,Babakan,Wanayasa,Kabupaten Purwakarta
32.14.09.2009,Ciawi,Wanayasa,Kabupaten Purwakarta
32.14.09.2006,Cibuntu,Wanayasa,Kabupaten Purwakarta
32.14.09.2014,Legok Huni,Wanayasa,Kabupaten Purwakarta
32.14.09.2005,Nagrog,Wanayasa,Kabupaten Purwakarta
32.14.09.2008,Nangerang,Wanayasa,Kabupaten Purwakarta
32.14.09.2011,Raharja,Wanayasa,Kabupaten Purwakarta
32.14.09.2012,Sakambang,Wanayasa,Kabupaten Purwakarta
32.14.09.2004,Simpang,Wanayasa,Kabupaten Purwakarta
32.14.09.2002,Sukadami,Wanayasa,Kabupaten Purwakarta
32.14.09.2010,Sumurugul,Wanayasa,Kabupaten Purwakarta
32.14.09.2015,Taringgul Tengah,Wanayasa,Kabupaten Purwakarta
32.14.09.2013,Taringgul Tonggoh,Wanayasa,Kabupaten Purwakarta
32.14.09.2003,Wanasari,Wanayasa,Kabupaten Purwakarta
32.14.09.2001,Wanayasa,Wanayasa,Kabupaten Purwakarta
32.13.08.2003,Binong,Binong,Kabupaten Subang
32.13.08.2001,Cicadas,Binong,Kabupaten Subang
32.13.08.2010,Citrajaya,Binong,Kabupaten Subang
32.13.08.2014,Karangsari,Binong,Kabupaten Subang
32.13.08.2016,Karangwangi,Binong,Kabupaten Subang
32.13.08.2004,Kediri,Binong,Kabupaten Subang
32.13.08.2002,Kihiyang,Binong,Kabupaten Subang
32.13.08.2011,Mulyasari,Binong,Kabupaten Subang
32.13.08.2018,Nanggerang,Binong,Kabupaten Subang
32.13.13.2003,Blanakan,Blanakan,Kabupaten Subang
